,Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
2667,29.06.04,7:00:00,3.4,23.5,102,24.7,49.5,,
793,12.04.04,16:00:00,1.4,3.1,82,9.9,70.5,140.8019365,141.0732531
4113,29.08.04,6:00:00,-200.0,3.0,-200,21.0,66.5,,
5084,08.10.04,15:00:00,3.5,20.5,98,28.7,38.4,,
8088,10.02.05,1:00:00,1.8,-200.0,106,-200.0,-200.0,,
8247,17.02.05,17:00:00,1.4,5.2,143,9.3,42.3,,
5291,17.10.04,1:00:00,-200.0,2.7,-200,16.4,70.3,,
3857,18.08.04,15:00:00,-200.0,7.0,-200,35.6,28.5,,
5742,05.11.04,5:00:00,0.4,2.2,38,16.9,67.9,,
8338,21.02.05,1:00:00,1.1,2.1,80,6.6,61.9,,
584,04.04.04,7:00:00,-200.0,3.5,-200,13.7,64.8,83.77100231,110.19665890000002
8017,07.02.05,20:00:00,2.0,7.7,174,7.2,39.4,,
5998,15.11.04,11:00:00,1.6,6.2,127,13.8,36.2,,
8685,07.03.05,17:00:00,1.7,6.3,176,9.4,27.3,,
7623,22.01.05,4:00:00,0.5,11.5,126,7.0,77.8,,
1752,22.05.04,1:00:00,3.3,16.0,124,17.8,46.1,123.2380624,66.12941297
1187,29.04.04,1:00:00,1.0,5.2,61,16.8,59.5,180.6206216,209.80405319999997
8896,16.03.05,16:00:00,3.0,12.4,211,28.8,15.1,,
3462,02.08.04,4:00:00,0.2,1.6,5,25.5,61.8,,
3336,27.07.04,9:00:00,-200.0,9.1,104,26.2,38.5,,
7596,21.01.05,6:00:00,1.6,9.2,121,5.9,65.8,,
7862,01.02.05,23:00:00,2.6,5.4,137,6.7,47.6,,
7973,05.02.05,8:00:00,3.1,12.7,283,2.0,63.6,,
3492,03.08.04,0:00:00,0.1,8.1,74,26.4,52.2,,
6606,11.12.04,4:00:00,0.8,2.7,83,11.5,34.2,,
8919,17.03.05,23:00:00,1.9,8.1,173,13.7,48.6,,
707,09.04.04,20:00:00,3.0,-200.0,127,-200.0,-200.0,135.3795314,150.8148071
103,15.03.04,4:00:00,-200.0,4.0,71,12.3,65.4,41.58350538,59.69897805
1732,21.05.04,7:00:00,4.2,26.2,113,16.4,51.3,119.34404270000002,63.87779228
2252,12.06.04,15:00:00,1.2,8.6,76,37.0,20.1,,
6348,30.11.04,2:00:00,1.2,4.5,75,13.2,84.4,,
5793,07.11.04,5:00:00,0.7,2.1,42,16.1,49.8,,
4652,20.09.04,16:00:00,2.6,15.5,124,34.3,23.2,,
1176,28.04.04,17:00:00,3.6,19.8,145,27.3,30.0,173.0776279,210.7982216
6273,27.11.04,23:00:00,2.7,10.1,89,11.2,78.3,,
82,14.03.04,8:00:00,1.4,4.2,84,11.6,62.7,32.72959771,50.45858263
2431,20.06.04,18:00:00,2.8,-200.0,114,-200.0,-200.0,,
8028,08.02.05,23:00:00,0.9,-200.0,107,-200.0,-200.0,,
6631,12.12.04,5:00:00,1.7,5.8,95,5.6,61.6,,
2566,25.06.04,20:00:00,3.4,15.9,140,28.1,22.4,,
2892,09.07.04,15:00:00,1.5,10.3,138,33.2,20.4,,
7158,03.01.05,19:00:00,5.0,-200.0,190,-200.0,-200.0,,
5893,11.11.04,7:00:00,1.5,8.1,117,8.9,75.6,,
9283,01.04.05,13:00:00,1.3,4.5,122,19.9,26.3,,
7164,03.01.05,21:00:00,3.2,-200.0,163,-200.0,-200.0,,
6052,17.11.04,17:00:00,7.8,35.9,272,16.0,41.5,,
2011,02.06.04,17:00:00,-200.0,8.1,44,28.9,35.7,,
8019,07.02.05,10:00:00,2.1,7.9,222,7.5,33.8,,
4894,30.09.04,20:00:00,4.4,20.0,142,22.6,59.5,,
5751,05.11.04,22:00:00,1.9,10.7,76,18.1,67.5,,
8703,08.03.05,16:00:00,2.3,9.9,164,16.5,14.9,,
4381,09.09.04,12:00:00,1.7,12.6,116,37.1,15.0,,
5775,06.11.04,2:00:00,1.9,9.0,73,15.5,73.3,,
8195,15.02.05,15:00:00,1.0,3.5,111,11.9,19.2,,
9022,21.03.05,17:00:00,2.6,12.4,153,22.8,34.9,,
281,22.03.04,1:00:00,1.5,5.1,76,15.8,60.5,40.51824888,55.24926677
3272,25.07.04,8:00:00,0.5,1.6,37,24.5,56.9,,
3737,13.08.04,20:00:00,1.1,5.7,80,28.1,41.1,,
4490,13.09.04,20:00:00,4.7,26.7,177,27.1,42.2,,
1646,18.05.04,23:00:00,1.7,8.3,96,20.2,38.6,115.8169176,60.42547239999999
3703,12.08.04,3:00:00,0.6,2.4,-200,25.6,63.5,,
760,11.04.04,23:00:00,1.1,3.1,81,14.2,38.2,157.5076213,166.3545711
9230,30.03.05,14:00:00,1.8,9.2,124,26.1,26.3,,
8519,28.02.05,1:00:00,1.0,1.8,94,4.0,52.9,,
6378,01.12.04,19:00:00,3.0,11.9,126,12.5,72.6,,
2444,20.06.04,5:00:00,1.0,-200.0,60,-200.0,-200.0,,
2050,04.06.04,4:00:00,-200.0,4.6,-200,19.0,54.0,,
1166,28.04.04,23:00:00,1.6,9.5,92,17.9,56.2,182.4227961,209.9115375
8154,13.02.05,7:00:00,2.6,10.7,145,8.1,85.0,,
2559,25.06.04,23:00:00,2.3,11.7,121,24.3,31.0,,
5540,27.10.04,20:00:00,2.8,15.3,94,18.2,71.4,,
4913,01.10.04,15:00:00,2.4,12.9,105,25.4,47.4,,
1306,04.05.04,23:00:00,1.1,5.0,61,17.3,59.5,50.89618029,174.529451
6571,09.12.04,11:00:00,1.4,5.4,101,14.7,52.5,,
6126,21.11.04,5:00:00,0.1,2.8,75,4.1,52.2,,
7254,07.01.05,5:00:00,0.6,1.4,55,7.2,74.4,,
5879,10.11.04,18:00:00,2.5,12.6,141,10.6,56.9,,
8509,28.02.05,16:00:00,0.9,2.5,114,3.3,33.1,,
1304,04.05.04,4:00:00,-200.0,1.5,28,15.6,81.0,54.60986371,141.317474
5046,07.10.04,4:00:00,-200.0,2.9,-200,19.9,66.1,,
1821,25.05.04,15:00:00,-200.0,12.6,-200,32.6,9.2,,
5545,27.10.04,10:00:00,3.2,16.1,132,19.7,65.4,,
4293,05.09.04,4:00:00,1.1,5.1,-200,26.4,35.1,,
5546,27.10.04,14:00:00,3.6,18.6,119,18.5,76.2,,
5975,14.11.04,21:00:00,1.0,2.8,97,10.0,41.4,,
8671,07.03.05,4:00:00,0.4,0.5,34,5.2,57.2,,
1059,23.04.04,17:00:00,5.2,30.6,177,27.0,26.8,177.2940151,207.59288999999998
3129,19.07.04,1:00:00,0.3,4.3,55,26.8,32.3,,
4692,22.09.04,6:00:00,1.5,9.7,79,18.3,71.0,,
5492,25.10.04,12:00:00,3.5,20.0,111,20.0,63.9,,
5289,17.10.04,6:00:00,-200.0,2.1,-200,13.9,75.2,,
1741,22.05.04,14:00:00,1.4,8.3,76,28.3,27.8,118.15000619999999,66.01345429
7423,14.01.05,4:00:00,1.1,4.2,59,5.1,81.3,,
568,03.04.04,13:00:00,-200.0,10.6,-200,23.8,30.5,88.74589328,105.3176854
2488,22.06.04,15:00:00,1.7,11.2,98,31.8,25.6,,
349,25.03.04,0:00:00,1.3,4.5,89,10.3,59.9,72.28242759,113.7102485
6488,06.12.04,5:00:00,0.7,2.3,58,11.8,81.4,,
5497,25.10.04,16:00:00,5.0,32.0,125,21.6,62.0,,
531,01.04.04,20:00:00,4.9,20.2,161,18.3,40.9,77.69093892,105.9753634
1773,23.05.04,18:00:00,1.4,6.8,91,24.8,29.5,121.4002888,69.18113025
695,08.04.04,7:00:00,2.6,13.8,80,8.1,70.5,159.8419498,151.9335044
4222,02.09.04,11:00:00,-200.0,14.3,-200,34.1,28.8,,
4068,27.08.04,12:00:00,2.0,-200.0,104,-200.0,-200.0,,
7204,04.01.05,5:00:00,0.8,-200.0,71,-200.0,-200.0,,
3008,14.07.04,5:00:00,0.8,5.0,73,18.8,49.0,,
8864,15.03.05,1:00:00,0.7,2.2,79,13.0,61.2,,
8648,06.03.05,7:00:00,0.6,1.1,72,5.5,58.3,,
8949,18.03.05,17:00:00,3.7,15.8,212,25.1,21.8,,
7892,02.02.05,2:00:00,2.9,6.9,130,5.3,57.8,,
4229,02.09.04,8:00:00,5.2,30.0,67,22.8,54.2,,
5816,08.11.04,3:00:00,0.4,0.5,-200,11.5,50.4,,
18,11.03.04,12:00:00,1.6,5.2,95,9.5,66.8,43.69074933,60.70693806
7776,28.01.05,12:00:00,1.8,5.7,191,4.5,49.6,,
4545,16.09.04,3:00:00,0.7,4.3,-200,20.2,73.8,,
2189,09.06.04,8:00:00,6.4,36.9,151,23.4,46.1,,
6186,23.11.04,9:00:00,5.7,27.6,160,9.9,77.6,,
7701,25.01.05,11:00:00,0.4,3.8,188,5.0,51.4,,
603,04.04.04,16:00:00,-200.0,10.5,-200,24.4,36.0,159.1425561,170.1685315
7814,30.01.05,10:00:00,0.8,1.4,82,4.6,39.0,,
3026,14.07.04,19:00:00,4.6,25.0,190,32.3,18.4,,
191,18.03.04,16:00:00,2.8,16.8,169,27.1,23.1,25.63712989,52.238431799999994
1507,12.05.04,17:00:00,2.8,13.0,116,17.7,56.3,117.0165925,60.23272412
6307,28.11.04,1:00:00,2.3,7.6,86,10.8,77.5,,
8264,18.02.05,6:00:00,0.5,1.3,60,6.4,50.2,,
1026,22.04.04,15:00:00,-200.0,17.5,-200,30.8,16.4,176.253947,206.7495525
1726,21.05.04,23:00:00,3.0,14.8,127,19.8,37.2,128.4462042,66.03970083
938,18.04.04,20:00:00,-200.0,9.2,-200,16.4,57.8,171.3889552,216.5100438
6891,22.12.04,22:00:00,3.3,11.2,169,4.8,45.1,,
8800,12.03.05,16:00:00,0.4,5.5,114,17.6,35.5,,
4253,03.09.04,8:00:00,-200.0,34.5,-200,23.7,54.0,,
5771,06.11.04,0:00:00,1.2,6.7,66,17.6,66.5,,
7402,13.01.05,2:00:00,1.7,6.0,105,8.4,75.9,,
828,14.04.04,23:00:00,-200.0,5.8,-200,13.4,54.2,120.9432413,146.090978
75,13.03.04,19:00:00,4.2,19.6,165,15.8,42.4,28.90510404,51.98995406
6753,17.12.04,1:00:00,4.3,-200.0,161,-200.0,-200.0,,
2339,16.06.04,1:00:00,1.4,6.9,81,20.9,59.8,,
7800,29.01.05,14:00:00,1.2,3.0,102,3.4,46.6,,
7957,05.02.05,22:00:00,1.1,3.5,157,4.9,43.7,,
4143,30.08.04,22:00:00,-200.0,9.4,-200,25.0,47.6,,
6405,02.12.04,23:00:00,4.8,20.9,115,14.2,78.0,,
250,21.03.04,14:00:00,1.3,4.6,48,21.4,40.3,20.00784026,57.59291328
8888,16.03.05,3:00:00,0.7,2.0,93,10.7,59.6,,
7809,30.01.05,5:00:00,0.6,0.6,50,3.1,44.4,,
6977,26.12.04,10:00:00,1.1,3.1,118,10.6,82.1,,
7777,28.01.05,10:00:00,1.8,6.4,184,4.3,48.4,,
4974,04.10.04,3:00:00,-200.0,2.7,-200,17.8,72.3,,
6539,08.12.04,2:00:00,1.4,4.4,77,15.3,59.1,,
400,27.03.04,12:00:00,1.9,9.0,93,17.6,30.1,85.41038276,101.8333339
3971,23.08.04,14:00:00,0.9,4.1,53,33.4,21.6,,
3080,17.07.04,6:00:00,0.7,5.0,63,21.3,46.5,,
2580,26.06.04,6:00:00,0.9,5.5,70,18.6,45.8,,
8943,18.03.05,22:00:00,2.0,7.2,159,13.3,60.5,,
552,02.04.04,23:00:00,2.3,12.1,124,16.8,53.2,90.91793958,116.6452226
9130,26.03.05,7:00:00,1.1,5.7,80,16.1,69.5,,
5528,27.10.04,22:00:00,1.1,5.8,69,17.6,69.9,,
4621,19.09.04,8:00:00,1.3,7.7,68,18.6,60.0,,
8835,13.03.05,12:00:00,1.6,10.1,164,13.2,56.2,,
5018,05.10.04,12:00:00,-200.0,30.4,-200,28.6,37.3,,
6877,22.12.04,14:00:00,2.4,8.1,133,9.8,31.8,,
278,22.03.04,11:00:00,1.6,7.3,87,18.5,36.7,22.810943100000003,59.6321806
9297,02.04.05,1:00:00,1.1,1.9,127,12.7,33.6,,
6821,19.12.04,20:00:00,4.7,16.2,173,5.5,84.1,,
8822,13.03.05,9:00:00,0.1,3.0,112,12.9,49.9,,
4227,02.09.04,9:00:00,3.3,18.7,96,26.2,45.0,,
2987,13.07.04,1:00:00,1.0,5.0,76,19.3,51.4,,
802,13.04.04,0:00:00,0.7,2.0,58,10.7,58.2,132.8607658,152.6704695
3794,15.08.04,10:00:00,1.0,5.3,56,32.1,34.0,,
679,08.04.04,4:00:00,-200.0,1.8,57,8.3,75.6,148.78812549999998,159.88236469999998
7530,18.01.05,11:00:00,3.8,17.2,196,5.5,54.9,,
337,24.03.04,17:00:00,2.8,13.4,130,11.7,69.1,80.10688094,115.5382732
6390,02.12.04,5:00:00,0.7,2.4,59,12.0,78.0,,
7900,02.02.05,20:00:00,5.9,31.4,195,8.2,36.2,,
2498,22.06.04,7:00:00,3.1,18.5,106,18.2,55.8,,
2523,23.06.04,9:00:00,3.5,20.1,136,24.0,43.1,,
4642,20.09.04,1:00:00,0.8,4.0,57,22.8,53.0,,
4735,24.09.04,21:00:00,0.7,2.2,57,14.0,75.4,,
2206,10.06.04,12:00:00,2.8,15.3,148,35.4,26.1,,
1678,19.05.04,10:00:00,2.6,13.4,134,26.4,28.9,115.48580109999999,61.32041358
3267,24.07.04,1:00:00,1.9,12.1,83,27.0,42.8,,
9097,24.03.05,13:00:00,3.3,17.3,147,17.6,59.7,,
7295,08.01.05,15:00:00,3.1,12.8,180,12.9,59.0,,
592,04.04.04,23:00:00,-200.0,6.4,-200,15.3,60.8,85.36638224,113.58241809999998
4602,18.09.04,16:00:00,1.3,5.3,73,29.1,26.8,,
7841,31.01.05,13:00:00,2.5,11.9,181,12.5,17.2,,
7352,11.01.05,4:00:00,0.7,2.9,70,11.8,70.6,,
313,23.03.04,20:00:00,3.3,14.3,128,11.5,58.2,84.51562703,109.66018799999999
5102,09.10.04,21:00:00,2.2,11.2,83,24.8,56.4,,
5385,21.10.04,6:00:00,1.3,8.8,72,21.5,67.5,,
2560,25.06.04,13:00:00,1.9,9.8,93,34.7,22.6,,
2091,05.06.04,18:00:00,2.3,14.0,105,27.8,35.0,,
782,12.04.04,13:00:00,0.6,1.4,56,11.2,64.4,149.417148,156.60202969999997
176,18.03.04,4:00:00,-200.0,2.9,78,11.6,61.9,46.12875628,55.21967211
6500,06.12.04,21:00:00,2.7,12.8,112,15.3,63.1,,
4318,06.09.04,16:00:00,1.5,6.7,-200,30.1,27.2,,
8873,15.03.05,12:00:00,2.2,10.3,161,21.0,30.6,,
6665,13.12.04,21:00:00,2.9,15.5,147,10.6,64.1,,
4598,18.09.04,8:00:00,1.1,5.0,81,20.7,49.7,,
6795,18.12.04,8:00:00,2.1,11.0,125,9.4,67.7,,
4782,26.09.04,6:00:00,0.6,3.3,46,13.6,57.6,,
7863,01.02.05,21:00:00,3.3,9.8,172,7.8,41.3,,
1462,10.05.04,10:00:00,2.5,13.4,107,20.0,45.0,116.12551429999999,66.22879009
2147,08.06.04,0:00:00,1.3,6.7,92,21.7,50.8,,
2260,12.06.04,22:00:00,2.3,12.8,113,25.5,43.8,,
7030,28.12.04,14:00:00,-200.0,14.6,-200,14.4,49.2,,
5378,20.10.04,8:00:00,-200.0,37.9,-200,19.9,69.9,,
2951,11.07.04,1:00:00,1.0,6.4,74,21.6,47.5,,
2935,11.07.04,6:00:00,0.2,2.3,35,21.3,48.8,,
1410,08.05.04,23:00:00,-200.0,6.9,-200,13.7,59.7,124.54392990000001,64.61298815
6980,26.12.04,12:00:00,1.6,5.7,134,12.8,65.5,,
3290,25.07.04,21:00:00,1.5,7.3,86,27.7,43.4,,
4861,29.09.04,23:00:00,1.2,7.1,101,20.3,47.8,,
7184,04.01.05,18:00:00,3.8,-200.0,173,-200.0,-200.0,,
8793,12.03.05,4:00:00,-200.0,2.3,85,10.3,59.4,,
2714,01.07.04,10:00:00,2.7,13.3,149,31.6,39.4,,
8270,18.02.05,13:00:00,1.4,5.6,146,11.5,33.1,,
956,19.04.04,15:00:00,-200.0,8.8,-200,11.1,75.6,185.8165841,208.5053379
770,11.04.04,10:00:00,1.6,6.2,77,17.4,35.4,139.849486,141.4970689
2782,04.07.04,2:00:00,1.1,7.2,71,22.6,51.0,,
3354,28.07.04,15:00:00,-200.0,10.7,113,35.3,15.0,,
535,02.04.04,3:00:00,0.9,3.3,-200,11.8,64.3,78.47795612,116.839352
1089,25.04.04,14:00:00,0.7,2.0,44,18.3,27.2,184.22862869999997,219.2057511
199,19.03.04,4:00:00,-200.0,1.8,32,12.3,67.7,43.76908102,53.3532843
5683,02.11.04,12:00:00,4.9,25.6,151,24.0,50.0,,
6064,18.11.04,14:00:00,3.2,15.3,187,18.8,49.2,,
4001,24.08.04,11:00:00,1.6,8.3,121,32.9,21.8,,
7547,19.01.05,11:00:00,-200.0,2.5,124,5.3,75.9,,
7945,04.02.05,19:00:00,3.0,11.8,204,8.1,41.0,,
6121,20.11.04,21:00:00,1.2,7.6,159,8.0,39.8,,
4867,29.09.04,16:00:00,3.6,19.9,184,28.6,23.2,,
2125,07.06.04,6:00:00,1.5,9.6,76,17.3,57.6,,
5201,13.10.04,15:00:00,-200.0,6.0,-200,16.0,52.6,,
182,18.03.04,15:00:00,2.2,14.4,128,27.0,17.8,32.53288302,54.88107148
3806,16.08.04,1:00:00,0.7,3.7,43,25.3,39.7,,
7769,28.01.05,2:00:00,0.9,2.0,77,3.0,49.1,,
2901,09.07.04,22:00:00,1.5,9.5,104,23.7,43.4,,
1265,02.05.04,14:00:00,1.2,6.8,73,24.6,31.7,42.6979105,128.6538798
1527,13.05.04,12:00:00,1.9,8.7,97,17.2,52.8,126.4063899,62.215161800000004
7751,27.01.05,21:00:00,2.0,6.0,168,4.5,39.9,,
7421,13.01.05,18:00:00,5.2,26.6,166,11.4,68.0,,
7889,02.02.05,23:00:00,1.7,7.8,167,4.9,45.9,,
3570,06.08.04,6:00:00,1.2,7.7,56,21.9,74.9,,
9152,27.03.05,14:00:00,0.8,2.5,62,18.6,62.1,,
2217,11.06.04,5:00:00,0.6,4.0,74,19.3,51.4,,
8981,19.03.05,20:00:00,3.2,14.7,185,15.0,57.6,,
1714,21.05.04,1:00:00,0.6,3.8,64,20.1,42.0,114.4468341,61.76599399
4775,25.09.04,21:00:00,1.7,7.4,88,18.4,33.2,,
1434,09.05.04,3:00:00,-200.0,8.7,-200,12.1,68.6,115.4582965,65.13326894
8159,13.02.05,5:00:00,2.9,11.5,153,8.5,82.9,,
7837,31.01.05,0:00:00,1.7,4.6,145,2.9,42.8,,
6055,18.11.04,4:00:00,1.2,3.8,84,6.4,74.0,,
4915,01.10.04,20:00:00,-200.0,19.9,-200,22.8,58.1,,
3655,10.08.04,2:00:00,0.5,3.5,11,26.3,56.5,,
6617,11.12.04,13:00:00,2.3,8.8,120,18.3,19.5,,
600,04.04.04,17:00:00,-200.0,10.1,-200,23.0,36.2,160.7021861,147.30175769999997
8325,20.02.05,16:00:00,1.3,3.2,114,8.6,57.3,,
8382,23.02.05,5:00:00,0.6,0.7,68,4.1,76.0,,
5172,12.10.04,5:00:00,0.8,3.9,44,16.9,66.7,,
5226,14.10.04,21:00:00,-200.0,7.3,-200,16.4,77.1,,
1652,18.05.04,10:00:00,2.4,12.3,119,25.3,27.0,128.0734585,63.58469662
6904,23.12.04,8:00:00,3.6,13.4,169,1.4,61.3,,
5424,22.10.04,20:00:00,4.5,25.5,119,22.3,62.5,,
6473,05.12.04,17:00:00,1.1,2.8,77,11.3,81.0,,
2940,11.07.04,12:00:00,0.5,3.8,46,29.5,25.9,,
7118,01.01.05,4:00:00,1.9,5.6,126,4.3,55.3,,
7656,23.01.05,12:00:00,-200.0,8.7,206,7.1,42.8,,
5521,26.10.04,15:00:00,5.3,30.9,175,24.9,50.0,,
8185,14.02.05,0:00:00,1.4,5.3,135,10.9,55.9,,
5659,01.11.04,20:00:00,3.1,14.5,94,21.3,66.3,,
5838,09.11.04,4:00:00,-200.0,1.4,-200,4.4,71.4,,
2108,06.06.04,18:00:00,1.2,5.9,72,23.9,36.8,,
3915,20.08.04,9:00:00,-200.0,8.6,-200,29.7,50.5,,
6422,03.12.04,23:00:00,3.4,14.0,101,13.1,78.7,,
7684,24.01.05,2:00:00,0.1,7.6,136,4.0,80.4,,
6681,14.12.04,20:00:00,5.3,-200.0,167,-200.0,-200.0,,
617,05.04.04,15:00:00,2.1,9.8,89,21.6,41.7,131.49088270000001,145.66040800000002
6561,09.12.04,6:00:00,0.4,0.8,41,14.5,62.9,,
5721,04.11.04,7:00:00,0.8,5.1,53,17.0,68.0,,
599,04.04.04,9:00:00,-200.0,8.0,-200,18.1,49.8,133.1106686,167.4939168
7136,02.01.05,21:00:00,2.9,-200.0,160,-200.0,-200.0,,
3409,30.07.04,19:00:00,-200.0,16.5,137,33.3,28.7,,
5591,29.10.04,7:00:00,2.9,15.9,111,20.2,66.9,,
6610,11.12.04,2:00:00,1.1,3.8,103,11.9,32.4,,
1574,15.05.04,16:00:00,1.4,8.1,86,27.4,20.5,129.4300821,60.974468200000004
5498,25.10.04,20:00:00,6.4,32.5,112,19.3,71.4,,
1626,17.05.04,10:00:00,1.7,8.5,94,22.3,24.1,110.94842849999999,67.34579493
903,17.04.04,18:00:00,-200.0,5.5,-200,16.9,53.2,174.7996506,200.9735625
7822,30.01.05,3:00:00,1.1,2.2,-200,3.1,45.2,,
9262,31.03.05,0:00:00,1.2,4.8,101,14.5,67.8,,
5464,24.10.04,12:00:00,1.5,7.6,68,25.0,49.1,,
6016,16.11.04,15:00:00,2.2,10.9,148,17.9,22.3,,
3093,17.07.04,20:00:00,2.0,9.6,120,31.7,21.6,,
1309,04.05.04,1:00:00,1.0,3.7,69,16.4,79.2,51.18314245,166.3322443
4232,03.09.04,5:00:00,-200.0,3.3,-200,23.1,55.0,,
7756,27.01.05,19:00:00,2.6,10.3,195,5.0,36.1,,
5789,06.11.04,14:00:00,3.8,20.9,132,21.7,54.8,,
1353,06.05.04,5:00:00,0.6,2.3,50,13.2,64.6,53.36206022,141.7252229
7561,19.01.05,20:00:00,2.3,9.6,141,9.0,50.4,,
4043,26.08.04,9:00:00,1.7,-200.0,87,-200.0,-200.0,,
50,12.03.04,8:00:00,4.4,17.9,141,7.3,63.1,28.02018927,55.85884761
1511,12.05.04,11:00:00,3.4,17.9,125,20.9,44.6,129.5534721,69.2540271
3069,16.07.04,21:00:00,2.9,16.5,149,28.5,27.8,,
1932,30.05.04,15:00:00,0.2,4.2,46,32.0,15.0,,
8903,16.03.05,11:00:00,3.2,13.3,200,19.3,34.7,,
4604,18.09.04,0:00:00,1.4,6.7,96,22.1,43.5,,
7023,28.12.04,11:00:00,-200.0,9.2,-200,12.7,56.7,,
8297,19.02.05,10:00:00,2.2,5.7,200,3.1,57.2,,
1768,23.05.04,15:00:00,1.1,4.9,57,26.8,27.3,121.9342274,64.82477905
3067,16.07.04,23:00:00,2.2,13.6,119,25.7,33.5,,
5330,18.10.04,20:00:00,-200.0,29.3,-200,17.8,66.3,,
6897,23.12.04,3:00:00,1.7,3.7,-200,2.3,56.3,,
2286,14.06.04,3:00:00,0.3,0.5,-200,19.0,49.0,,
6531,07.12.04,10:00:00,3.3,17.3,130,14.5,61.1,,
2347,16.06.04,21:00:00,2.5,12.9,117,24.4,40.0,,
1810,25.05.04,23:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
8854,14.03.05,16:00:00,2.4,10.8,158,20.2,32.2,,
6315,28.11.04,19:00:00,3.5,12.6,117,9.9,76.3,,
5515,26.10.04,11:00:00,3.5,20.1,132,20.1,62.0,,
5265,16.10.04,15:00:00,-200.0,5.5,-200,21.6,35.9,,
1605,16.05.04,10:00:00,2.0,9.8,105,25.5,21.1,128.6519,68.97881938
61,13.03.04,14:00:00,2.0,8.6,102,18.0,34.8,26.14754326,58.71125372
8955,18.03.05,19:00:00,5.6,25.6,240,19.1,32.5,,
8723,09.03.05,1:00:00,1.3,4.6,133,4.9,52.2,,
3259,24.07.04,12:00:00,1.3,6.7,68,37.8,26.3,,
532,01.04.04,19:00:00,5.5,25.0,164,20.8,36.7,73.82863756,117.7345977
4122,29.08.04,2:00:00,-200.0,7.3,-200,22.6,62.6,,
1376,07.05.04,4:00:00,-200.0,2.2,41,14.0,67.8,51.64541818,175.35100419999998
7724,26.01.05,14:00:00,0.5,4.8,129,4.9,45.3,,
1935,30.05.04,3:00:00,0.3,6.2,-200,17.8,44.8,,
6700,14.12.04,10:00:00,5.6,30.7,192,9.3,64.2,,
6968,26.12.04,7:00:00,0.4,0.9,67,10.7,80.7,,
5122,10.10.04,8:00:00,1.1,6.3,51,22.2,65.2,,
2639,28.06.04,10:00:00,3.3,16.6,183,32.6,28.0,,
8704,08.03.05,15:00:00,2.3,9.7,171,15.0,15.8,,
5820,08.11.04,1:00:00,0.8,2.5,62,10.6,61.3,,
319,24.03.04,5:00:00,0.6,1.2,54,10.9,58.6,86.72871795,100.0520623
3044,15.07.04,10:00:00,1.6,8.4,116,27.6,38.0,,
8996,20.03.05,22:00:00,1.9,6.3,124,14.8,61.3,,
2916,10.07.04,12:00:00,0.8,6.0,71,32.4,20.5,,
2971,12.07.04,14:00:00,1.6,7.4,80,24.2,36.9,,
7625,22.01.05,7:00:00,0.5,13.2,193,5.6,80.4,,
9045,22.03.05,14:00:00,2.5,12.4,131,23.5,34.2,,
2426,19.06.04,9:00:00,1.6,9.7,99,27.0,39.9,,
6030,17.11.04,4:00:00,0.7,1.2,68,6.2,61.0,,
5791,07.11.04,6:00:00,0.4,1.5,31,15.5,51.5,,
1825,25.05.04,17:00:00,-200.0,15.4,-200,32.1,10.7,,
7784,29.01.05,5:00:00,0.5,0.5,31,1.0,54.7,,
4620,19.09.04,3:00:00,1.2,7.8,-200,18.8,59.8,,
8829,13.03.05,17:00:00,0.5,5.6,119,19.0,37.4,,
8734,09.03.05,11:00:00,3.3,14.0,235,10.5,38.9,,
7693,25.01.05,0:00:00,-200.0,1.0,57,5.9,41.8,,
5808,07.11.04,21:00:00,2.3,11.4,127,13.4,48.4,,
6969,26.12.04,4:00:00,0.5,1.2,55,10.8,78.7,,
8804,12.03.05,12:00:00,0.6,5.6,145,15.1,48.6,,
3092,17.07.04,21:00:00,1.9,8.7,106,29.7,24.2,,
4587,17.09.04,18:00:00,2.7,14.8,116,23.2,43.3,,
3195,21.07.04,19:00:00,3.8,21.5,163,36.1,25.5,,
7300,08.01.05,16:00:00,4.3,18.9,194,13.3,59.0,,
655,07.04.04,4:00:00,0.3,0.7,19,15.7,45.4,151.0527845,154.8477917
405,27.03.04,16:00:00,2.2,11.8,108,18.7,26.0,85.92721234,119.8678749
5438,23.10.04,14:00:00,2.3,12.5,101,26.1,47.1,,
7989,06.02.05,17:00:00,1.4,3.7,150,9.2,29.9,,
458,29.03.04,19:00:00,2.1,8.2,106,14.5,35.4,86.28390767,108.5379568
4820,27.09.04,10:00:00,1.9,9.1,103,22.2,33.6,,
8556,02.03.05,6:00:00,0.5,1.4,96,-1.2,47.2,,
1842,26.05.04,14:00:00,1.6,11.8,112,32.3,13.3,,
7313,09.01.05,0:00:00,1.7,6.3,127,14.0,61.4,,
7587,20.01.05,10:00:00,4.4,17.4,190,8.3,50.5,,
9051,22.03.05,20:00:00,5.8,20.4,175,18.6,46.6,,
7390,12.01.05,12:00:00,3.5,17.3,196,13.0,60.9,,
2547,24.06.04,0:00:00,2.6,12.7,103,23.6,59.8,,
2482,22.06.04,1:00:00,0.7,4.1,49,20.0,50.9,,
3184,21.07.04,12:00:00,-200.0,12.4,138,38.9,15.9,,
