,Unnamed: 0,CO,Benzene,NO2,Temperature,Humidity(%),DateTime
4616,6802,0.8,2.4,62,4.8,49.9,2004-12-19 06:00:00
4619,7279,1.2,3.4,94,7.4,71.7,2005-01-08 05:00:00
4622,6039,2.6,9.2,198,10.5,61.1,2004-11-17 22:00:00
4624,8387,0.7,2.2,117,4.5,76.3,2005-02-23 07:00:00
4625,2464,1.6,9.0,102,30.3,19.0,2004-06-21 16:00:00
4626,8940,1.3,5.1,134,11.9,53.4,2005-03-18 01:00:00
4628,4482,3.1,18.5,145,34.3,24.7,2004-09-13 17:00:00
4632,8742,1.8,5.9,131,20.2,14.4,2005-03-10 16:00:00
4633,1657,3.0,19.3,130,30.9,20.5,2004-05-18 17:00:00
4634,1600,1.5,7.1,88,17.0,43.3,2004-05-16 01:00:00
4635,3435,2.8,12.5,125,27.3,47.1,2004-07-31 09:00:00
4637,8228,2.0,8.0,174,4.4,47.5,2005-02-16 02:00:00
4640,3480,1.9,11.0,119,34.0,32.7,2004-08-02 11:00:00
4641,7263,2.4,9.3,123,7.7,73.8,2005-01-07 10:00:00
4644,7418,3.6,16.5,175,11.7,62.7,2005-01-13 11:00:00
4645,8872,1.9,10.9,146,23.6,23.2,2005-03-15 15:00:00
4646,8359,0.4,0.5,46,3.4,85.4,2005-02-22 04:00:00
4647,8342,1.4,4.4,143,5.6,71.9,2005-02-21 22:00:00
4648,7334,1.7,7.4,119,13.1,68.7,2005-01-10 01:00:00
4653,6997,1.5,3.9,114,11.5,74.2,2004-12-27 01:00:00
4654,5556,1.0,4.8,63,20.4,60.4,2004-10-28 22:00:00
4655,6188,5.3,26.5,198,13.3,66.9,2004-11-23 12:00:00
4656,768,1.4,4.0,80,17.9,30.8,2004-04-11 18:00:00
4658,2956,2.3,11.6,116,22.7,45.3,2004-07-11 00:00:00
4659,7876,4.5,21.4,218,5.8,54.1,2005-02-01 11:00:00
4661,4586,3.1,15.9,129,22.8,42.5,2004-09-17 19:00:00
4662,6671,4.8,22.4,214,12.0,45.9,2004-12-13 11:00:00
4663,3766,0.9,4.9,47,26.7,49.5,2004-08-14 23:00:00
4666,1585,2.5,12.1,120,23.0,28.7,2004-05-15 19:00:00
4668,6379,3.2,13.0,143,11.0,74.4,2004-12-01 11:00:00
4670,5763,6.2,37.9,118,16.5,69.3,2004-11-05 09:00:00
4672,5701,2.4,12.7,90,21.7,57.7,2004-11-03 21:00:00
4674,8820,0.1,2.8,107,12.5,55.4,2005-03-13 00:00:00
4677,4557,1.4,10.1,53,19.7,74.4,2004-09-16 06:00:00
4678,2382,0.3,1.8,32,22.8,48.1,2004-06-18 04:00:00
4679,1734,0.5,3.6,59,15.8,53.8,2004-05-22 05:00:00
4680,1204,6.5,32.6,146,20.2,50.8,2004-04-29 19:00:00
4683,6964,4.6,17.8,184,11.2,70.8,2004-12-25 18:00:00
4685,2326,2.9,15.3,127,26.8,35.1,2004-06-15 20:00:00
4686,6838,1.2,2.8,83,9.7,70.9,2004-12-20 02:00:00
4687,2930,1.5,9.6,95,22.2,49.5,2004-07-10 01:00:00
4688,1561,4.1,19.1,144,25.2,24.3,2004-05-14 18:00:00
4691,9156,1.0,3.9,74,16.2,64.3,2005-03-27 03:00:00
4692,1483,2.2,12.4,100,17.3,58.8,2004-05-11 23:00:00
4693,7959,1.3,4.9,200,7.5,39.2,2005-02-05 10:00:00
4694,4819,1.5,9.0,99,14.4,60.3,2004-09-27 06:00:00
4695,8711,3.1,16.5,204,13.2,23.9,2005-03-08 18:00:00
4701,6133,0.5,4.9,120,5.3,48.7,2004-11-21 02:00:00
4703,2819,2.0,12.7,151,40.2,13.9,2004-07-06 15:00:00
4705,7325,3.8,18.1,145,16.4,53.2,2005-01-09 15:00:00
4706,2278,1.0,3.5,72,20.3,42.6,2004-06-13 19:00:00
4707,2510,2.2,13.1,106,34.9,20.5,2004-06-23 12:00:00
4708,8170,2.1,7.6,111,11.8,36.2,2005-02-14 12:00:00
4709,4727,2.8,18.8,104,23.7,54.4,2004-09-23 08:00:00
4712,3122,0.9,7.1,102,25.7,34.8,2004-07-18 09:00:00
4715,6974,1.0,2.7,88,14.9,57.9,2004-12-26 14:00:00
4716,8753,2.1,7.6,184,9.5,34.6,2005-03-10 22:00:00
4719,4191,2.1,12.3,118,35.5,21.2,2004-09-01 16:00:00
4720,8629,1.7,4.0,157,5.8,59.6,2005-03-05 02:00:00
4723,3118,0.8,7.3,91,36.3,16.3,2004-07-18 11:00:00
4724,1188,1.5,9.4,68,12.9,66.5,2004-04-29 06:00:00
4725,5725,1.8,9.9,66,18.7,69.0,2004-11-04 00:00:00
4727,6609,0.8,2.4,76,10.5,37.8,2004-12-11 05:00:00
4728,3603,1.9,10.9,93,26.3,51.3,2004-08-07 23:00:00
4729,1544,2.0,10.5,97,25.9,23.6,2004-05-14 12:00:00
4732,8418,2.1,7.9,192,5.5,81.5,2005-02-24 23:00:00
4734,5972,0.6,1.0,44,10.4,53.7,2004-11-14 02:00:00
4735,6019,2.4,11.4,148,17.6,23.7,2004-11-16 16:00:00
4737,9013,1.5,5.3,99,13.1,66.1,2005-03-21 00:00:00
4738,5819,0.7,2.1,72,10.8,49.7,2004-11-08 07:00:00
4739,1948,1.3,10.1,113,25.0,26.9,2004-05-30 20:00:00
4740,4664,0.6,3.1,50,22.1,49.8,2004-09-21 02:00:00
4742,2483,1.1,6.4,79,20.5,49.9,2004-06-22 00:00:00
4743,4887,1.6,10.5,84,22.1,61.3,2004-09-30 21:00:00
4745,4090,0.6,2.5,56,20.0,59.3,2004-08-28 04:00:00
4747,2793,0.4,3.0,49,22.5,43.2,2004-07-05 02:00:00
4748,8784,2.8,13.4,222,12.8,49.3,2005-03-11 21:00:00
4749,4674,3.1,17.0,158,28.5,39.0,2004-09-21 11:00:00
4750,4577,1.1,10.7,109,21.3,55.8,2004-09-17 00:00:00
4751,7666,0.5,1.2,67,7.0,47.2,2005-01-24 06:00:00
4753,8732,2.2,10.3,123,16.1,36.3,2005-03-09 14:00:00
4754,1606,1.6,7.0,95,22.9,37.0,2004-05-16 21:00:00
4756,8041,2.2,8.5,184,13.3,23.3,2005-02-08 14:00:00
4758,3431,1.8,11.4,85,28.6,42.3,2004-07-31 22:00:00
4762,7430,1.6,6.9,98,4.3,82.9,2005-01-14 05:00:00
4764,1787,0.9,5.5,85,22.3,17.0,2004-05-24 11:00:00
4765,2325,2.7,16.6,137,35.3,18.8,2004-06-15 16:00:00
4766,4564,4.1,25.0,81,20.4,72.8,2004-09-16 08:00:00
4767,4863,2.4,13.5,129,26.4,28.5,2004-09-29 14:00:00
4768,2197,2.4,12.0,116,27.5,32.6,2004-06-10 21:00:00
4769,9235,1.7,9.2,135,25.1,28.5,2005-03-30 16:00:00
4771,6820,5.5,17.3,175,4.7,83.4,2004-12-19 18:00:00
4772,3573,2.5,11.6,111,31.5,43.5,2004-08-06 16:00:00
4773,9168,1.3,4.5,89,15.9,77.3,2005-03-27 11:00:00
4775,3039,2.0,12.6,131,35.7,18.9,2004-07-15 13:00:00
4776,4797,1.8,7.7,112,18.7,39.7,2004-09-26 21:00:00
4778,8776,0.5,6.0,151,10.6,55.9,2005-03-11 23:00:00
4780,8774,1.4,5.2,133,7.7,41.7,2005-03-11 00:00:00
4783,6615,1.8,7.8,112,17.8,21.0,2004-12-11 16:00:00
4785,6902,3.4,12.8,171,4.3,49.4,2004-12-23 10:00:00
4786,9191,1.5,5.2,115,17.8,61.7,2005-03-28 10:00:00
4787,829,1.6,7.4,71,10.3,65.6,2004-04-14 06:00:00
4789,7296,3.6,14.3,175,13.4,55.9,2005-01-08 14:00:00
4790,9170,1.5,5.0,97,17.5,67.1,2005-03-27 12:00:00
4791,1513,3.3,22.7,117,21.9,43.3,2004-05-12 12:00:00
4792,839,2.7,12.3,103,19.5,34.4,2004-04-14 10:00:00
4793,1337,1.3,6.9,81,14.5,78.3,2004-05-05 06:00:00
4794,2667,3.4,23.5,102,24.7,49.5,2004-06-29 07:00:00
4795,793,1.4,3.1,82,9.9,70.5,2004-04-12 16:00:00
4797,5084,3.5,20.5,98,28.7,38.4,2004-10-08 15:00:00
4799,8247,1.4,5.2,143,9.3,42.3,2005-02-17 17:00:00
4802,5742,0.4,2.2,38,16.9,67.9,2004-11-05 05:00:00
4803,8338,1.1,2.1,80,6.6,61.9,2005-02-21 01:00:00
4805,8017,2.0,7.7,174,7.2,39.4,2005-02-07 20:00:00
4806,5998,1.6,6.2,127,13.8,36.2,2004-11-15 11:00:00
4807,8685,1.7,6.3,176,9.4,27.3,2005-03-07 17:00:00
4808,7623,0.5,11.5,126,7.0,77.8,2005-01-22 04:00:00
4809,1752,3.3,16.0,124,17.8,46.1,2004-05-22 01:00:00
4810,1187,1.0,5.2,61,16.8,59.5,2004-04-29 01:00:00
4811,8896,3.0,12.4,211,28.8,15.1,2005-03-16 16:00:00
4812,3462,0.2,1.6,5,25.5,61.8,2004-08-02 04:00:00
4814,7596,1.6,9.2,121,5.9,65.8,2005-01-21 06:00:00
4815,7862,2.6,5.4,137,6.7,47.6,2005-02-01 23:00:00
4816,7973,3.1,12.7,283,2.0,63.6,2005-02-05 08:00:00
4817,3492,0.1,8.1,74,26.4,52.2,2004-08-03 00:00:00
4818,6606,0.8,2.7,83,11.5,34.2,2004-12-11 04:00:00
4819,8919,1.9,8.1,173,13.7,48.6,2005-03-17 23:00:00
4822,1732,4.2,26.2,113,16.4,51.3,2004-05-21 07:00:00
4823,2252,1.2,8.6,76,37.0,20.1,2004-06-12 15:00:00
4824,6348,1.2,4.5,75,13.2,84.4,2004-11-30 02:00:00
4825,5793,0.7,2.1,42,16.1,49.8,2004-11-07 05:00:00
4826,4652,2.6,15.5,124,34.3,23.2,2004-09-20 16:00:00
4827,1176,3.6,19.8,145,27.3,30.0,2004-04-28 17:00:00
4828,6273,2.7,10.1,89,11.2,78.3,2004-11-27 23:00:00
4832,6631,1.7,5.8,95,5.6,61.6,2004-12-12 05:00:00
4833,2566,3.4,15.9,140,28.1,22.4,2004-06-25 20:00:00
4834,2892,1.5,10.3,138,33.2,20.4,2004-07-09 15:00:00
4836,5893,1.5,8.1,117,8.9,75.6,2004-11-11 07:00:00
4839,6052,7.8,35.9,272,16.0,41.5,2004-11-17 17:00:00
4841,8019,2.1,7.9,222,7.5,33.8,2005-02-07 10:00:00
4842,4894,4.4,20.0,142,22.6,59.5,2004-09-30 20:00:00
4843,5751,1.9,10.7,76,18.1,67.5,2004-11-05 22:00:00
4844,8703,2.3,9.9,164,16.5,14.9,2005-03-08 16:00:00
4845,4381,1.7,12.6,116,37.1,15.0,2004-09-09 12:00:00
4846,5775,1.9,9.0,73,15.5,73.3,2004-11-06 02:00:00
4847,8195,1.0,3.5,111,11.9,19.2,2005-02-15 15:00:00
4848,9022,2.6,12.4,153,22.8,34.9,2005-03-21 17:00:00
4850,3272,0.5,1.6,37,24.5,56.9,2004-07-25 08:00:00
4851,3737,1.1,5.7,80,28.1,41.1,2004-08-13 20:00:00
4852,4490,4.7,26.7,177,27.1,42.2,2004-09-13 20:00:00
4853,1646,1.7,8.3,96,20.2,38.6,2004-05-18 23:00:00
4855,760,1.1,3.1,81,14.2,38.2,2004-04-11 23:00:00
4856,9230,1.8,9.2,124,26.1,26.3,2005-03-30 14:00:00
4857,8519,1.0,1.8,94,4.0,52.9,2005-02-28 01:00:00
4858,6378,3.0,11.9,126,12.5,72.6,2004-12-01 19:00:00
4861,1166,1.6,9.5,92,17.9,56.2,2004-04-28 23:00:00
4862,8154,2.6,10.7,145,8.1,85.0,2005-02-13 07:00:00
4863,2559,2.3,11.7,121,24.3,31.0,2004-06-25 23:00:00
4864,5540,2.8,15.3,94,18.2,71.4,2004-10-27 20:00:00
4865,4913,2.4,12.9,105,25.4,47.4,2004-10-01 15:00:00
4866,1306,1.1,5.0,61,17.3,59.5,2004-05-04 23:00:00
4867,6571,1.4,5.4,101,14.7,52.5,2004-12-09 11:00:00
4868,6126,0.1,2.8,75,4.1,52.2,2004-11-21 05:00:00
4869,7254,0.6,1.4,55,7.2,74.4,2005-01-07 05:00:00
4870,5879,2.5,12.6,141,10.6,56.9,2004-11-10 18:00:00
4871,8509,0.9,2.5,114,3.3,33.1,2005-02-28 16:00:00
4875,5545,3.2,16.1,132,19.7,65.4,2004-10-27 10:00:00
4877,5546,3.6,18.6,119,18.5,76.2,2004-10-27 14:00:00
4878,5975,1.0,2.8,97,10.0,41.4,2004-11-14 21:00:00
4879,8671,0.4,0.5,34,5.2,57.2,2005-03-07 04:00:00
4880,1059,5.2,30.6,177,27.0,26.8,2004-04-23 17:00:00
4881,3129,0.3,4.3,55,26.8,32.3,2004-07-19 01:00:00
4882,4692,1.5,9.7,79,18.3,71.0,2004-09-22 06:00:00
4883,5492,3.5,20.0,111,20.0,63.9,2004-10-25 12:00:00
4885,1741,1.4,8.3,76,28.3,27.8,2004-05-22 14:00:00
4886,7423,1.1,4.2,59,5.1,81.3,2005-01-14 04:00:00
4888,2488,1.7,11.2,98,31.8,25.6,2004-06-22 15:00:00
4890,6488,0.7,2.3,58,11.8,81.4,2004-12-06 05:00:00
4891,5497,5.0,32.0,125,21.6,62.0,2004-10-25 16:00:00
4892,531,4.9,20.2,161,18.3,40.9,2004-04-01 20:00:00
4893,1773,1.4,6.8,91,24.8,29.5,2004-05-23 18:00:00
4894,695,2.6,13.8,80,8.1,70.5,2004-04-08 07:00:00
4898,3008,0.8,5.0,73,18.8,49.0,2004-07-14 05:00:00
4899,8864,0.7,2.2,79,13.0,61.2,2005-03-15 01:00:00
4900,8648,0.6,1.1,72,5.5,58.3,2005-03-06 07:00:00
4901,8949,3.7,15.8,212,25.1,21.8,2005-03-18 17:00:00
4902,7892,2.9,6.9,130,5.3,57.8,2005-02-02 02:00:00
4903,4229,5.2,30.0,67,22.8,54.2,2004-09-02 08:00:00
4906,7776,1.8,5.7,191,4.5,49.6,2005-01-28 12:00:00
4908,2189,6.4,36.9,151,23.4,46.1,2004-06-09 08:00:00
4909,6186,5.7,27.6,160,9.9,77.6,2004-11-23 09:00:00
4910,7701,0.4,3.8,188,5.0,51.4,2005-01-25 11:00:00
4912,7814,0.8,1.4,82,4.6,39.0,2005-01-30 10:00:00
4913,3026,4.6,25.0,190,32.3,18.4,2004-07-14 19:00:00
4915,1507,2.8,13.0,116,17.7,56.3,2004-05-12 17:00:00
4916,6307,2.3,7.6,86,10.8,77.5,2004-11-28 01:00:00
4917,8264,0.5,1.3,60,6.4,50.2,2005-02-18 06:00:00
4919,1726,3.0,14.8,127,19.8,37.2,2004-05-21 23:00:00
4921,6891,3.3,11.2,169,4.8,45.1,2004-12-22 22:00:00
4922,8800,0.4,5.5,114,17.6,35.5,2005-03-12 16:00:00
4924,5771,1.2,6.7,66,17.6,66.5,2004-11-06 00:00:00
4925,7402,1.7,6.0,105,8.4,75.9,2005-01-13 02:00:00
4929,2339,1.4,6.9,81,20.9,59.8,2004-06-16 01:00:00
4930,7800,1.2,3.0,102,3.4,46.6,2005-01-29 14:00:00
4931,7957,1.1,3.5,157,4.9,43.7,2005-02-05 22:00:00
4933,6405,4.8,20.9,115,14.2,78.0,2004-12-02 23:00:00
4935,8888,0.7,2.0,93,10.7,59.6,2005-03-16 03:00:00
4936,7809,0.6,0.6,50,3.1,44.4,2005-01-30 05:00:00
4937,6977,1.1,3.1,118,10.6,82.1,2004-12-26 10:00:00
4938,7777,1.8,6.4,184,4.3,48.4,2005-01-28 10:00:00
4940,6539,1.4,4.4,77,15.3,59.1,2004-12-08 02:00:00
4942,3971,0.9,4.1,53,33.4,21.6,2004-08-23 14:00:00
4943,3080,0.7,5.0,63,21.3,46.5,2004-07-17 06:00:00
4944,2580,0.9,5.5,70,18.6,45.8,2004-06-26 06:00:00
4945,8943,2.0,7.2,159,13.3,60.5,2005-03-18 22:00:00
4946,552,2.3,12.1,124,16.8,53.2,2004-04-02 23:00:00
4947,9130,1.1,5.7,80,16.1,69.5,2005-03-26 07:00:00
4948,5528,1.1,5.8,69,17.6,69.9,2004-10-27 22:00:00
4949,4621,1.3,7.7,68,18.6,60.0,2004-09-19 08:00:00
4950,8835,1.6,10.1,164,13.2,56.2,2005-03-13 12:00:00
4952,6877,2.4,8.1,133,9.8,31.8,2004-12-22 14:00:00
4955,6821,4.7,16.2,173,5.5,84.1,2004-12-19 20:00:00
4956,8822,0.1,3.0,112,12.9,49.9,2005-03-13 09:00:00
4957,4227,3.3,18.7,96,26.2,45.0,2004-09-02 09:00:00
4958,2987,1.0,5.0,76,19.3,51.4,2004-07-13 01:00:00
4959,802,0.7,2.0,58,10.7,58.2,2004-04-13 00:00:00
4960,3794,1.0,5.3,56,32.1,34.0,2004-08-15 10:00:00
4962,7530,3.8,17.2,196,5.5,54.9,2005-01-18 11:00:00
4964,6390,0.7,2.4,59,12.0,78.0,2004-12-02 05:00:00
4965,7900,5.9,31.4,195,8.2,36.2,2005-02-02 20:00:00
4966,2498,3.1,18.5,106,18.2,55.8,2004-06-22 07:00:00
4967,2523,3.5,20.1,136,24.0,43.1,2004-06-23 09:00:00
4968,4642,0.8,4.0,57,22.8,53.0,2004-09-20 01:00:00
4969,4735,0.7,2.2,57,14.0,75.4,2004-09-24 21:00:00
4970,2206,2.8,15.3,148,35.4,26.1,2004-06-10 12:00:00
4971,1678,2.6,13.4,134,26.4,28.9,2004-05-19 10:00:00
4972,3267,1.9,12.1,83,27.0,42.8,2004-07-24 01:00:00
4973,9097,3.3,17.3,147,17.6,59.7,2005-03-24 13:00:00
4974,7295,3.1,12.8,180,12.9,59.0,2005-01-08 15:00:00
4976,4602,1.3,5.3,73,29.1,26.8,2004-09-18 16:00:00
4977,7841,2.5,11.9,181,12.5,17.2,2005-01-31 13:00:00
4978,7352,0.7,2.9,70,11.8,70.6,2005-01-11 04:00:00
4980,5102,2.2,11.2,83,24.8,56.4,2004-10-09 21:00:00
4981,5385,1.3,8.8,72,21.5,67.5,2004-10-21 06:00:00
4982,2560,1.9,9.8,93,34.7,22.6,2004-06-25 13:00:00
4983,2091,2.3,14.0,105,27.8,35.0,2004-06-05 18:00:00
4984,782,0.6,1.4,56,11.2,64.4,2004-04-12 13:00:00
4986,6500,2.7,12.8,112,15.3,63.1,2004-12-06 21:00:00
4988,8873,2.2,10.3,161,21.0,30.6,2005-03-15 12:00:00
4989,6665,2.9,15.5,147,10.6,64.1,2004-12-13 21:00:00
4990,4598,1.1,5.0,81,20.7,49.7,2004-09-18 08:00:00
4991,6795,2.1,11.0,125,9.4,67.7,2004-12-18 08:00:00
4992,4782,0.6,3.3,46,13.6,57.6,2004-09-26 06:00:00
4993,7863,3.3,9.8,172,7.8,41.3,2005-02-01 21:00:00
4994,1462,2.5,13.4,107,20.0,45.0,2004-05-10 10:00:00
4995,2147,1.3,6.7,92,21.7,50.8,2004-06-08 00:00:00
4996,2260,2.3,12.8,113,25.5,43.8,2004-06-12 22:00:00
4999,2951,1.0,6.4,74,21.6,47.5,2004-07-11 01:00:00
5000,2935,0.2,2.3,35,21.3,48.8,2004-07-11 06:00:00
5002,6980,1.6,5.7,134,12.8,65.5,2004-12-26 12:00:00
5003,3290,1.5,7.3,86,27.7,43.4,2004-07-25 21:00:00
5004,4861,1.2,7.1,101,20.3,47.8,2004-09-29 23:00:00
5007,2714,2.7,13.3,149,31.6,39.4,2004-07-01 10:00:00
5008,8270,1.4,5.6,146,11.5,33.1,2005-02-18 13:00:00
5010,770,1.6,6.2,77,17.4,35.4,2004-04-11 10:00:00
5011,2782,1.1,7.2,71,22.6,51.0,2004-07-04 02:00:00
5014,1089,0.7,2.0,44,18.3,27.2,2004-04-25 14:00:00
5016,5683,4.9,25.6,151,24.0,50.0,2004-11-02 12:00:00
5017,6064,3.2,15.3,187,18.8,49.2,2004-11-18 14:00:00
5018,4001,1.6,8.3,121,32.9,21.8,2004-08-24 11:00:00
5020,7945,3.0,11.8,204,8.1,41.0,2005-02-04 19:00:00
5021,6121,1.2,7.6,159,8.0,39.8,2004-11-20 21:00:00
5022,4867,3.6,19.9,184,28.6,23.2,2004-09-29 16:00:00
5023,2125,1.5,9.6,76,17.3,57.6,2004-06-07 06:00:00
5026,3806,0.7,3.7,43,25.3,39.7,2004-08-16 01:00:00
5027,7769,0.9,2.0,77,3.0,49.1,2005-01-28 02:00:00
5028,2901,1.5,9.5,104,23.7,43.4,2004-07-09 22:00:00
5029,1265,1.2,6.8,73,24.6,31.7,2004-05-02 14:00:00
5030,1527,1.9,8.7,97,17.2,52.8,2004-05-13 12:00:00
5031,7751,2.0,6.0,168,4.5,39.9,2005-01-27 21:00:00
5032,7421,5.2,26.6,166,11.4,68.0,2005-01-13 18:00:00
5033,7889,1.7,7.8,167,4.9,45.9,2005-02-02 23:00:00
5034,3570,1.2,7.7,56,21.9,74.9,2004-08-06 06:00:00
5035,9152,0.8,2.5,62,18.6,62.1,2005-03-27 14:00:00
5036,2217,0.6,4.0,74,19.3,51.4,2004-06-11 05:00:00
5037,8981,3.2,14.7,185,15.0,57.6,2005-03-19 20:00:00
5038,1714,0.6,3.8,64,20.1,42.0,2004-05-21 01:00:00
5039,4775,1.7,7.4,88,18.4,33.2,2004-09-25 21:00:00
5041,8159,2.9,11.5,153,8.5,82.9,2005-02-13 05:00:00
5042,7837,1.7,4.6,145,2.9,42.8,2005-01-31 00:00:00
5043,6055,1.2,3.8,84,6.4,74.0,2004-11-18 04:00:00
5045,3655,0.5,3.5,11,26.3,56.5,2004-08-10 02:00:00
5046,6617,2.3,8.8,120,18.3,19.5,2004-12-11 13:00:00
5048,8325,1.3,3.2,114,8.6,57.3,2005-02-20 16:00:00
5049,8382,0.6,0.7,68,4.1,76.0,2005-02-23 05:00:00
5050,5172,0.8,3.9,44,16.9,66.7,2004-10-12 05:00:00
5052,1652,2.4,12.3,119,25.3,27.0,2004-05-18 10:00:00
5053,6904,3.6,13.4,169,1.4,61.3,2004-12-23 08:00:00
5054,5424,4.5,25.5,119,22.3,62.5,2004-10-22 20:00:00
5055,6473,1.1,2.8,77,11.3,81.0,2004-12-05 17:00:00
5056,2940,0.5,3.8,46,29.5,25.9,2004-07-11 12:00:00
5057,7118,1.9,5.6,126,4.3,55.3,2005-01-01 04:00:00
5059,5521,5.3,30.9,175,24.9,50.0,2004-10-26 15:00:00
5060,8185,1.4,5.3,135,10.9,55.9,2005-02-14 00:00:00
5061,5659,3.1,14.5,94,21.3,66.3,2004-11-01 20:00:00
5063,2108,1.2,5.9,72,23.9,36.8,2004-06-06 18:00:00
5065,6422,3.4,14.0,101,13.1,78.7,2004-12-03 23:00:00
5066,7684,0.1,7.6,136,4.0,80.4,2005-01-24 02:00:00
5068,617,2.1,9.8,89,21.6,41.7,2004-04-05 15:00:00
5069,6561,0.4,0.8,41,14.5,62.9,2004-12-09 06:00:00
5070,5721,0.8,5.1,53,17.0,68.0,2004-11-04 07:00:00
5074,5591,2.9,15.9,111,20.2,66.9,2004-10-29 07:00:00
5075,6610,1.1,3.8,103,11.9,32.4,2004-12-11 02:00:00
5076,1574,1.4,8.1,86,27.4,20.5,2004-05-15 16:00:00
5077,5498,6.4,32.5,112,19.3,71.4,2004-10-25 20:00:00
5078,1626,1.7,8.5,94,22.3,24.1,2004-05-17 10:00:00
5082,5464,1.5,7.6,68,25.0,49.1,2004-10-24 12:00:00
5083,6016,2.2,10.9,148,17.9,22.3,2004-11-16 15:00:00
5084,3093,2.0,9.6,120,31.7,21.6,2004-07-17 20:00:00
5085,1309,1.0,3.7,69,16.4,79.2,2004-05-04 01:00:00
5087,7756,2.6,10.3,195,5.0,36.1,2005-01-27 19:00:00
5088,5789,3.8,20.9,132,21.7,54.8,2004-11-06 14:00:00
5089,1353,0.6,2.3,50,13.2,64.6,2004-05-06 05:00:00
5090,7561,2.3,9.6,141,9.0,50.4,2005-01-19 20:00:00
5093,1511,3.4,17.9,125,20.9,44.6,2004-05-12 11:00:00
5094,3069,2.9,16.5,149,28.5,27.8,2004-07-16 21:00:00
5095,1932,0.2,4.2,46,32.0,15.0,2004-05-30 15:00:00
5096,8903,3.2,13.3,200,19.3,34.7,2005-03-16 11:00:00
5097,4604,1.4,6.7,96,22.1,43.5,2004-09-18 00:00:00
5099,8297,2.2,5.7,200,3.1,57.2,2005-02-19 10:00:00
5100,1768,1.1,4.9,57,26.8,27.3,2004-05-23 15:00:00
5101,3067,2.2,13.6,119,25.7,33.5,2004-07-16 23:00:00
5105,6531,3.3,17.3,130,14.5,61.1,2004-12-07 10:00:00
5106,2347,2.5,12.9,117,24.4,40.0,2004-06-16 21:00:00
5108,8854,2.4,10.8,158,20.2,32.2,2005-03-14 16:00:00
5109,6315,3.5,12.6,117,9.9,76.3,2004-11-28 19:00:00
5110,5515,3.5,20.1,132,20.1,62.0,2004-10-26 11:00:00
5112,1605,2.0,9.8,105,25.5,21.1,2004-05-16 10:00:00
5114,8955,5.6,25.6,240,19.1,32.5,2005-03-18 19:00:00
5115,8723,1.3,4.6,133,4.9,52.2,2005-03-09 01:00:00
5116,3259,1.3,6.7,68,37.8,26.3,2004-07-24 12:00:00
5117,532,5.5,25.0,164,20.8,36.7,2004-04-01 19:00:00
5120,7724,0.5,4.8,129,4.9,45.3,2005-01-26 14:00:00
5122,6700,5.6,30.7,192,9.3,64.2,2004-12-14 10:00:00
5123,6968,0.4,0.9,67,10.7,80.7,2004-12-26 07:00:00
5124,5122,1.1,6.3,51,22.2,65.2,2004-10-10 08:00:00
5125,2639,3.3,16.6,183,32.6,28.0,2004-06-28 10:00:00
5126,8704,2.3,9.7,171,15.0,15.8,2005-03-08 15:00:00
5127,5820,0.8,2.5,62,10.6,61.3,2004-11-08 01:00:00
5129,3044,1.6,8.4,116,27.6,38.0,2004-07-15 10:00:00
5130,8996,1.9,6.3,124,14.8,61.3,2005-03-20 22:00:00
5131,2916,0.8,6.0,71,32.4,20.5,2004-07-10 12:00:00
5132,2971,1.6,7.4,80,24.2,36.9,2004-07-12 14:00:00
5133,7625,0.5,13.2,193,5.6,80.4,2005-01-22 07:00:00
5134,9045,2.5,12.4,131,23.5,34.2,2005-03-22 14:00:00
5135,2426,1.6,9.7,99,27.0,39.9,2004-06-19 09:00:00
5136,6030,0.7,1.2,68,6.2,61.0,2004-11-17 04:00:00
5137,5791,0.4,1.5,31,15.5,51.5,2004-11-07 06:00:00
5139,7784,0.5,0.5,31,1.0,54.7,2005-01-29 05:00:00
5141,8829,0.5,5.6,119,19.0,37.4,2005-03-13 17:00:00
5142,8734,3.3,14.0,235,10.5,38.9,2005-03-09 11:00:00
5144,5808,2.3,11.4,127,13.4,48.4,2004-11-07 21:00:00
5145,6969,0.5,1.2,55,10.8,78.7,2004-12-26 04:00:00
5146,8804,0.6,5.6,145,15.1,48.6,2005-03-12 12:00:00
5147,3092,1.9,8.7,106,29.7,24.2,2004-07-17 21:00:00
5148,4587,2.7,14.8,116,23.2,43.3,2004-09-17 18:00:00
5149,3195,3.8,21.5,163,36.1,25.5,2004-07-21 19:00:00
5150,7300,4.3,18.9,194,13.3,59.0,2005-01-08 16:00:00
5151,655,0.3,0.7,19,15.7,45.4,2004-04-07 04:00:00
5153,5438,2.3,12.5,101,26.1,47.1,2004-10-23 14:00:00
5154,7989,1.4,3.7,150,9.2,29.9,2005-02-06 17:00:00
5156,4820,1.9,9.1,103,22.2,33.6,2004-09-27 10:00:00
5157,8556,0.5,1.4,96,-1.2,47.2,2005-03-02 06:00:00
5158,1842,1.6,11.8,112,32.3,13.3,2004-05-26 14:00:00
5159,7313,1.7,6.3,127,14.0,61.4,2005-01-09 00:00:00
5160,7587,4.4,17.4,190,8.3,50.5,2005-01-20 10:00:00
5161,9051,5.8,20.4,175,18.6,46.6,2005-03-22 20:00:00
