,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
11371,None,271.56,0.0,0.0,64,Mist,mist,1/10/2014 23:00,1536,low
29926,None,270.3,0.0,0.0,90,Snow,snow,1/10/2017 11:00,3215,medium
45114,None,292.08,0.0,0.0,90,Drizzle,drizzle,6/19/2018 5:00,3038,medium
28452,None,274.09,0.0,0.0,90,Mist,mist,11/25/2016 6:00,973,very low
47605,None,297.91,0.0,0.0,1,Clear,sky is clear,9/11/2018 12:00,4734,high
35023,None,297.09,0.0,0.0,1,Clear,sky is clear,7/2/2017 14:00,3842,medium
21937,None,277.95,0.0,0.0,75,Clouds,broken clouds,3/20/2016 14:00,4760,high
33731,None,292.09,0.0,0.0,90,Rain,moderate rain,5/17/2017 17:00,5763,high
12667,None,259.77,0.0,0.0,90,Clouds,overcast clouds,3/4/2014 1:00,315,very low
34255,None,302.37,0.0,0.0,1,Clear,sky is clear,6/4/2017 13:00,4527,high
20451,None,272.39,0.0,0.0,90,Snow,light snow,1/6/2016 23:00,926,very low
42384,None,276.38,0.0,0.0,1,Clear,sky is clear,3/16/2018 18:00,4952,high
17294,None,298.87,0.0,0.0,1,Clear,sky is clear,8/11/2015 13:00,4567,high
34030,None,291.55,0.0,0.0,90,Clouds,overcast clouds,5/26/2017 10:00,4475,high
9292,None,287.15,0.0,0.0,40,Mist,mist,10/5/2013 12:00,5739,high
9036,None,294.15,0.0,0.0,75,Thunderstorm,proximity thunderstorm,9/19/2013 8:00,6300,very high
35022,None,296.42,0.0,0.0,40,Clouds,scattered clouds,7/2/2017 13:00,3908,medium
19452,None,276.42,0.0,0.0,90,Clouds,overcast clouds,11/12/2015 20:00,2924,medium
46221,None,286.73,0.0,0.0,1,Clear,sky is clear,7/28/2018 2:00,581,very low
27885,None,284.48,0.0,0.0,1,Clear,sky is clear,11/6/2016 23:00,819,very low
19599,None,269.15,0.0,0.0,1,Clear,sky is clear,11/20/2015 7:00,6574,very high
18375,None,284.63,0.0,0.0,1,Fog,fog,9/18/2015 7:00,5820,high
38659,None,277.88,0.0,0.0,90,Rain,light rain,11/4/2017 18:00,4411,high
38151,None,278.74,0.0,0.0,1,Clear,sky is clear,10/19/2017 5:00,2829,low
47701,None,296.47,0.0,0.0,1,Clear,sky is clear,9/15/2018 9:00,3999,medium
41648,None,266.29,0.0,0.0,90,Snow,light snow,2/19/2018 21:00,1593,low
19873,None,279.08,0.0,0.0,90,Clouds,overcast clouds,12/7/2015 17:00,6067,very high
8784,None,291.56,0.0,0.0,80,Clouds,broken clouds,9/5/2013 1:00,425,very low
28561,None,279.48,0.0,0.0,90,Rain,moderate rain,11/27/2016 23:00,858,very low
10273,None,268.69,0.0,0.0,64,Mist,mist,12/1/2013 22:00,1523,low
45235,None,292.65,0.0,0.0,1,Clear,sky is clear,6/22/2018 23:00,3654,medium
12851,None,272.72,0.0,0.0,20,Clouds,few clouds,3/11/2014 23:00,1175,very low
22887,None,277.76,1.09,0.0,90,Rain,moderate rain,4/28/2016 22:00,1993,low
26843,None,290.62,0.0,0.0,92,Rain,light rain,9/24/2016 3:00,448,very low
13955,None,280.87,0.0,0.0,90,Clouds,overcast clouds,4/27/2014 0:00,1062,very low
26029,None,286.29,0.0,0.0,1,Clear,sky is clear,8/26/2016 3:00,370,very low
5241,None,276.24,0.0,0.0,90,Drizzle,drizzle,4/18/2013 19:00,2190,low
9647,None,286.8,0.0,0.0,90,Clouds,overcast clouds,10/25/2013 19:00,4313,medium
14209,None,286.69,0.5,0.0,90,Rain,light rain,5/10/2014 22:00,2568,low
36746,None,294.02,0.0,0.0,5,Clear,sky is clear,8/29/2017 21:00,2904,low
39775,None,268.08,0.0,0.0,90,Snow,light snow,12/14/2017 23:00,1680,low
20953,None,267.48,0.0,0.0,75,Fog,fog,2/1/2016 7:00,6323,very high
35295,None,291.58,0.0,0.0,90,Drizzle,drizzle,7/13/2017 2:00,330,very low
46632,None,300.51,0.0,0.0,1,Clear,sky is clear,8/11/2018 20:00,3362,medium
4452,None,259.24,0.0,0.0,1,Clear,sky is clear,3/22/2013 9:00,4730,high
35385,None,300.89,0.0,0.0,40,Clouds,scattered clouds,7/16/2017 16:00,4256,medium
14280,None,284.25,0.34,0.0,68,Rain,moderate rain,5/12/2014 19:00,3093,medium
44327,None,298.02,0.0,0.0,75,Clouds,broken clouds,5/23/2018 21:00,2888,low
33524,None,286.81,0.0,0.0,1,Clear,sky is clear,5/10/2017 23:00,1121,very low
25227,None,293.73,0.0,0.0,1,Clear,sky is clear,7/25/2016 8:00,5206,high
47633,None,300.63,0.0,0.0,40,Clouds,scattered clouds,9/12/2018 14:00,5056,high
7517,None,298.53,0.0,0.0,48,Rain,light rain,7/8/2013 9:00,4952,high
23302,None,284.05,0.0,0.0,40,Clouds,scattered clouds,5/12/2016 23:00,1316,very low
14221,None,282.09,0.0,0.0,90,Fog,fog,5/11/2014 5:00,494,very low
21112,None,274.48,0.0,0.0,1,Clear,sky is clear,2/7/2016 0:00,1254,very low
11446,None,270.14,0.0,0.0,90,Mist,mist,1/14/2014 1:00,332,very low
21443,None,272.95,0.0,0.0,90,Clouds,overcast clouds,2/22/2016 23:00,912,very low
8459,None,289.3,0.0,0.0,90,Clouds,overcast clouds,8/17/2013 2:00,553,very low
35406,None,302.51,0.0,0.0,5,Clear,sky is clear,7/17/2017 13:00,4914,high
20051,None,275.65,0.0,0.0,90,Drizzle,drizzle,12/16/2015 14:00,5214,high
36222,None,292.08,0.0,0.0,90,Rain,heavy intensity rain,8/13/2017 21:00,2368,low
31102,None,272.936,0.0,0.0,0,Clear,Sky is Clear,2/18/2017 5:00,608,very low
36361,None,292.15,0.0,0.0,90,Mist,mist,8/17/2017 11:00,5147,high
12013,None,256.53,0.0,0.0,90,Clouds,overcast clouds,2/4/2014 22:00,2605,low
17673,None,291.36,0.0,0.0,90,Clouds,overcast clouds,8/23/2015 19:00,3868,medium
7560,None,296.26,0.0,0.0,24,Clouds,few clouds,7/10/2013 0:00,779,very low
47590,None,294.06,0.0,0.0,1,Clear,sky is clear,9/10/2018 21:00,2235,low
19293,None,292.8,0.0,0.0,1,Clear,sky is clear,11/2/2015 13:00,4690,high
15144,None,296.59,0.0,0.0,0,Clear,Sky is Clear,6/24/2014 9:00,5394,high
2756,None,268.77,0.0,0.0,90,Clouds,overcast clouds,1/8/2013 2:00,230,very low
40573,None,249.84,0.0,0.0,5,Clear,sky is clear,1/12/2018 7:00,5517,high
37953,None,284.02,0.0,0.0,75,Clouds,broken clouds,10/11/2017 22:00,2341,low
22816,None,279.02,0.0,0.0,90,Clouds,overcast clouds,4/26/2016 1:00,360,very low
1322,None,282.01,0.0,0.0,75,Clouds,broken clouds,11/20/2012 7:00,6824,very high
46059,None,299.65,0.0,0.0,40,Clouds,scattered clouds,7/21/2018 19:00,3815,medium
47840,None,288.31,0.0,0.0,90,Fog,fog,9/19/2018 8:00,6101,very high
40223,None,251.68,0.0,0.0,40,Clouds,scattered clouds,12/30/2017 16:00,4288,medium
2658,None,264.85,0.0,0.0,90,Mist,mist,1/4/2013 3:00,326,very low
14931,None,288.62,0.25,0.0,1,Mist,mist,6/6/2014 3:00,417,very low
24832,None,291.79,5.46,0.0,90,Mist,mist,7/10/2016 6:00,1481,low
15485,None,291.16,0.0,0.0,12,Clouds,few clouds,7/13/2014 23:00,1309,very low
17189,None,299.88,0.0,0.0,75,Clouds,broken clouds,8/7/2015 16:00,6093,very high
42691,None,279.28,0.0,0.0,20,Clouds,few clouds,3/27/2018 16:00,6868,very high
29933,None,265.78,0.0,0.0,90,Snow,snow,1/10/2017 14:00,3945,medium
7210,None,298.64,0.0,0.0,75,Clouds,broken clouds,6/25/2013 16:00,6724,very high
900,None,276.7,0.0,0.0,90,Clouds,overcast clouds,11/4/2012 22:00,1451,very low
12684,None,264.58,0.0,0.0,90,Clouds,overcast clouds,3/4/2014 23:00,975,very low
8106,None,290.35,0.0,0.0,24,Mist,mist,8/1/2013 8:00,6217,very high
29676,None,270.49,0.0,0.0,90,Snow,light snow,1/2/2017 2:00,457,very low
6903,None,288.49,0.0,0.0,0,Mist,mist,6/12/2013 2:00,266,very low
16791,None,297.34,0.0,0.0,1,Clear,sky is clear,7/23/2015 10:00,4585,high
15732,None,292.84,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/25/2014 4:00,866,very low
24008,None,282.09,0.0,0.0,20,Clouds,few clouds,6/7/2016 6:00,5694,high
21182,None,258.21,0.0,0.0,1,Clear,sky is clear,2/9/2016 8:00,5947,very high
30321,None,274.94,0.0,0.0,90,Fog,fog,1/21/2017 7:00,1868,low
38278,None,280.86,0.0,0.0,90,Clouds,overcast clouds,10/24/2017 0:00,545,very low
14988,None,287.22,0.34,0.0,90,Rain,light rain,6/7/2014 15:00,5631,high
11593,None,270.12,0.0,0.0,64,Clouds,broken clouds,1/19/2014 5:00,432,very low
16377,None,293.0,0.0,0.0,1,Clear,sky is clear,7/7/2015 20:00,3007,medium
41043,None,264.68,0.0,0.0,90,Snow,light snow,1/28/2018 7:00,1666,low
47524,None,286.06,0.0,0.0,1,Mist,mist,9/8/2018 3:00,393,very low
21408,None,275.65,0.0,0.0,1,Clear,sky is clear,2/20/2016 19:00,3482,medium
10145,None,265.59,0.0,0.0,40,Clouds,scattered clouds,11/26/2013 10:00,4603,high
33302,None,277.58,0.0,0.0,40,Clouds,scattered clouds,5/2/2017 7:00,7126,very high
40887,None,270.8,0.0,0.0,90,Snow,light snow,1/22/2018 21:00,1246,very low
26178,None,291.78,0.0,0.0,40,Clouds,scattered clouds,8/30/2016 6:00,5170,high
19702,None,266.58,0.0,0.0,40,Clouds,scattered clouds,11/27/2015 11:00,3672,medium
2057,None,274.94,0.0,0.0,90,Rain,light rain,12/16/2012 8:00,1616,low
3151,None,263.35,0.0,0.0,75,Clouds,broken clouds,1/24/2013 13:00,4731,high
29719,None,272.95,0.0,0.0,90,Drizzle,light intensity drizzle,1/3/2017 0:00,716,very low
6276,None,287.24,0.0,0.0,90,Mist,mist,5/22/2013 8:00,6261,very high
46925,None,298.64,0.0,0.0,20,Clouds,few clouds,8/22/2018 13:00,4938,high
2553,None,265.18,0.0,0.0,75,Clouds,broken clouds,12/31/2012 18:00,3707,medium
1369,None,278.49,0.0,0.0,20,Clouds,few clouds,11/21/2012 23:00,1399,very low
33212,None,280.02,0.0,0.0,90,Drizzle,drizzle,4/30/2017 20:00,2478,low
42986,None,266.15,0.0,0.0,1,Clear,sky is clear,4/6/2018 13:00,5298,high
22965,None,289.18,0.0,0.0,75,Clouds,broken clouds,5/1/2016 19:00,3351,medium
39514,None,264.72,0.0,0.0,75,Snow,light snow,12/5/2017 8:00,2160,low
30606,None,268.26,0.0,0.0,90,Snow,light snow,1/30/2017 9:00,4470,high
37039,None,289.5,0.0,0.0,75,Clouds,broken clouds,9/10/2017 6:00,1036,very low
47857,None,289.27,0.25,0.0,90,Rain,light rain,9/19/2018 14:00,4980,high
222,None,278.53,0.0,0.0,75,Clouds,broken clouds,10/12/2012 6:00,5586,high
41087,None,255.42,0.0,0.0,1,Clear,sky is clear,1/30/2018 2:00,249,very low
44338,None,295.28,0.0,0.0,75,Clouds,broken clouds,5/24/2018 8:00,5695,high
31869,None,278.21,0.0,0.0,90,Clouds,overcast clouds,3/19/2017 11:00,4208,medium
28316,None,274.4,0.0,0.0,90,Snow,light snow,11/22/2016 13:00,4459,high
30710,None,261.07,0.0,0.0,20,Clouds,few clouds,2/2/2017 10:00,4452,high
44132,None,285.44,0.0,0.0,1,Clear,sky is clear,5/16/2018 2:00,352,very low
33266,None,276.28,0.0,0.0,90,Mist,mist,5/1/2017 15:00,5258,high
11541,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/17/2014 1:00,376,very low
3897,None,267.49,0.0,0.0,40,Mist,mist,2/25/2013 21:00,2079,low
36820,None,294.51,0.0,0.0,75,Haze,haze,9/1/2017 18:00,4886,high
45643,None,302.01,0.0,0.0,5,Clear,sky is clear,7/7/2018 17:00,4085,medium
21002,None,269.29,0.0,0.0,90,Snow,light snow,2/3/2016 0:00,356,very low
2814,None,273.38,0.0,0.0,20,Clouds,few clouds,1/11/2013 9:00,4847,high
6677,None,290.01,0.0,0.0,90,Clouds,overcast clouds,6/4/2013 23:00,1236,very low
16086,None,293.58,11.59,0.0,90,Rain,heavy intensity rain,6/28/2015 17:00,4049,medium
46574,None,302.96,0.0,0.0,40,Clouds,scattered clouds,8/9/2018 15:00,5654,high
32447,None,285.15,0.0,0.0,1,Clear,sky is clear,4/7/2017 12:00,5311,high
13296,None,283.41,0.0,0.0,40,Clouds,scattered clouds,3/30/2014 12:00,4301,medium
20791,None,266.93,0.0,0.0,90,Haze,haze,1/23/2016 20:00,2789,low
25099,None,302.274,0.0,0.0,20,Clouds,few clouds,7/21/2016 1:00,361,very low
31667,None,265.48,0.0,0.0,90,Clouds,overcast clouds,3/11/2017 20:00,3443,medium
29751,None,254.42,0.0,0.0,1,Clear,sky is clear,1/4/2017 4:00,836,very low
18260,None,298.55,0.0,0.0,1,Clear,sky is clear,9/14/2015 19:00,3380,medium
37657,None,291.41,0.0,0.0,90,Mist,mist,10/2/2017 18:00,3897,medium
7879,None,294.74,0.0,0.0,12,Clouds,few clouds,7/23/2013 9:00,5131,high
38128,None,283.42,0.0,0.0,1,Clear,sky is clear,10/18/2017 6:00,5927,very high
25890,None,287.37,0.0,0.0,1,Clear,sky is clear,8/21/2016 3:00,493,very low
9056,None,290.41,0.0,0.0,75,Clouds,broken clouds,9/20/2013 13:00,5562,high
46815,None,301.48,0.0,0.0,90,Haze,haze,8/18/2018 15:00,4893,high
22877,None,278.22,1.52,0.0,90,Mist,mist,4/28/2016 18:00,4884,high
19222,None,277.08,0.0,0.0,90,Drizzle,drizzle,10/29/2015 6:00,5734,high
28079,None,277.09,0.0,0.0,40,Mist,mist,11/14/2016 23:00,873,very low
43009,None,268.48,0.0,0.0,5,Clear,sky is clear,4/7/2018 12:00,5298,high
41718,None,260.22,0.0,0.0,75,Clouds,broken clouds,2/22/2018 8:00,5837,very high
34079,None,290.62,0.0,0.0,75,Clouds,broken clouds,5/28/2017 11:00,4009,medium
40331,None,253.51,0.0,0.0,1,Clear,sky is clear,1/3/2018 23:00,991,very low
28195,None,276.75,0.0,0.0,90,Rain,moderate rain,11/18/2016 13:00,4409,high
30942,None,277.36,0.0,0.0,1,Clear,sky is clear,2/11/2017 13:00,4928,high
33481,None,283.15,0.0,0.0,90,Clouds,overcast clouds,5/9/2017 6:00,6054,very high
11479,None,260.39,0.0,0.0,1,Clear,sky is clear,1/14/2014 21:00,3595,medium
30140,None,272.15,0.0,0.0,90,Haze,haze,1/17/2017 9:00,4778,high
24751,None,292.73,0.0,0.0,90,Clouds,overcast clouds,7/7/2016 7:00,5849,very high
32993,None,283.74,0.0,0.0,1,Clear,sky is clear,4/24/2017 8:00,6369,very high
8387,None,291.57,0.0,0.0,0,Clear,Sky is Clear,8/13/2013 9:00,5228,high
43969,None,279.88,0.0,0.0,1,Clear,sky is clear,5/10/2018 8:00,5690,high
29406,None,273.96,0.0,0.0,90,Mist,mist,12/23/2016 23:00,1577,low
12918,None,275.72,0.0,0.0,20,Clouds,few clouds,3/14/2014 18:00,4490,high
25493,None,297.7,0.0,0.0,0,Clear,Sky is Clear,8/4/2016 19:00,3089,medium
46193,None,290.88,0.0,0.0,75,Clouds,broken clouds,7/26/2018 22:00,2959,medium
24960,None,288.494,0.0,0.0,92,Clouds,overcast clouds,7/15/2016 6:00,4949,high
10312,None,274.08,0.38,0.0,64,Rain,light rain,12/2/2013 20:00,2217,low
25902,None,294.86,0.0,0.0,40,Clouds,scattered clouds,8/21/2016 15:00,4190,medium
10877,None,260.11,0.0,0.0,64,Snow,light snow,12/22/2013 22:00,1796,low
9667,None,274.21,1.02,0.0,64,Rain,moderate rain,11/6/2013 11:00,4748,high
14501,None,285.45,0.76,0.0,90,Rain,light rain,5/20/2014 8:00,6182,very high
32750,None,283.89,0.0,0.0,1,Clear,sky is clear,4/16/2017 2:00,788,very low
17813,None,287.85,0.0,0.0,40,Mist,mist,8/29/2015 9:00,4309,medium
29753,None,253.22,0.0,0.0,1,Clear,sky is clear,1/4/2017 6:00,5511,high
40685,None,258.01,0.0,0.0,90,Snow,light snow,1/15/2018 13:00,4207,medium
23270,None,284.6,0.0,0.0,40,Rain,moderate rain,5/11/2016 22:00,1798,low
14146,None,287.08,5.84,0.0,75,Mist,mist,5/8/2014 19:00,3117,medium
9613,None,271.14,0.0,0.0,1,Clear,sky is clear,10/21/2013 23:00,1018,very low
2402,None,258.92,0.0,0.0,20,Clouds,few clouds,12/26/2012 17:00,5036,high
26379,None,293.9,2.29,0.0,75,Mist,mist,9/6/2016 8:00,5267,high
14194,None,286.42,0.0,0.0,64,Clouds,broken clouds,5/10/2014 10:00,4421,high
8978,None,287.17,0.0,0.0,1,Clear,sky is clear,9/16/2013 11:00,4585,high
41234,None,256.94,0.0,0.0,90,Clouds,overcast clouds,2/4/2018 3:00,520,very low
10069,None,259.63,0.0,0.0,1,Clear,sky is clear,11/23/2013 2:00,530,very low
17809,None,286.16,0.0,0.0,90,Mist,mist,8/29/2015 7:00,2621,low
29388,None,274.21,0.0,0.0,90,Mist,mist,12/23/2016 14:00,4651,high
41148,None,253.65,0.0,0.0,5,Clear,sky is clear,2/1/2018 9:00,5000,high
13465,None,286.66,0.0,0.0,1,Clear,sky is clear,4/6/2014 14:00,4215,medium
44087,None,290.02,0.0,0.0,90,Rain,light rain,5/14/2018 20:00,2681,low
2391,None,254.58,0.0,0.0,1,Clear,sky is clear,12/26/2012 6:00,3922,medium
13789,None,282.15,0.0,0.0,90,Clouds,overcast clouds,4/20/2014 2:00,606,very low
25654,None,296.91,0.0,0.0,44,Clouds,scattered clouds,8/11/2016 12:00,4622,high
12152,None,257.74,0.0,0.0,1,Clear,sky is clear,2/10/2014 17:00,6008,very high
11925,None,259.04,0.0,0.0,0,Clear,sky is clear,2/1/2014 6:00,1186,very low
34798,None,289.62,0.0,0.0,75,Drizzle,light intensity drizzle,6/24/2017 14:00,4560,high
5025,None,272.6,0.0,0.0,90,Snow,heavy snow,4/12/2013 7:00,5652,high
39247,None,275.22,0.0,0.0,75,Clouds,broken clouds,11/25/2017 17:00,4490,high
5614,None,285.43,0.0,0.0,75,Clouds,broken clouds,4/30/2013 2:00,275,very low
40943,None,268.95,0.0,0.0,90,Haze,haze,1/25/2018 0:00,578,very low
29059,None,256.59,0.0,0.0,90,Mist,mist,12/12/2016 7:00,4301,medium
18172,None,283.98,0.0,0.0,1,Clear,sky is clear,9/11/2015 9:00,5031,high
28124,None,273.78,0.0,0.0,1,Mist,mist,11/16/2016 4:00,865,very low
43122,None,270.69,0.0,0.0,90,Fog,fog,4/11/2018 7:00,6495,very high
31493,None,275.65,0.0,0.0,1,Clear,sky is clear,3/4/2017 22:00,3301,medium
19017,None,280.48,0.0,0.0,1,Clear,sky is clear,10/15/2015 4:00,879,very low
25649,None,292.71,0.25,0.0,32,Rain,light rain,8/11/2016 7:00,5863,very high
4927,None,277.53,0.0,0.0,90,Drizzle,drizzle,4/9/2013 7:00,7110,very high
28782,None,272.72,0.0,0.0,40,Clouds,scattered clouds,12/3/2016 13:00,5518,high
33866,None,282.62,0.0,0.0,90,Rain,light rain,5/21/2017 1:00,759,very low
2277,None,268.82,0.0,0.0,90,Haze,haze,12/21/2012 11:00,5409,high
5757,None,275.61,0.0,0.0,90,Drizzle,light intensity drizzle,5/4/2013 17:00,4614,high
7499,None,302.04,0.0,0.0,56,Clouds,broken clouds,7/7/2013 15:00,4379,high
28470,None,273.42,0.0,0.0,1,Mist,mist,11/25/2016 23:00,1358,very low
40266,None,250.65,0.0,0.0,1,Clear,sky is clear,1/1/2018 11:00,2421,low
37094,None,287.0,0.0,0.0,90,Fog,fog,9/12/2017 6:00,5785,high
17466,None,289.8,0.0,0.0,75,Mist,mist,8/17/2015 22:00,1662,low
44586,None,291.43,0.0,0.0,1,Clear,sky is clear,6/1/2018 3:00,395,very low
26105,None,288.95,0.25,0.0,90,Fog,fog,8/28/2016 6:00,912,very low
37499,None,290.08,0.0,0.0,90,Clouds,overcast clouds,9/26/2017 18:00,4745,high
7202,None,296.05,0.0,0.0,0,Clear,Sky is Clear,6/25/2013 9:00,5473,high
43173,None,275.95,0.0,0.0,40,Rain,light rain,4/13/2018 7:00,6585,very high
40320,None,257.29,0.0,0.0,40,Clouds,scattered clouds,1/3/2018 12:00,4600,high
11590,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/19/2014 2:00,544,very low
10437,None,257.72,0.0,0.0,64,Snow,light snow,12/5/2013 9:00,5117,high
23013,None,293.44,0.0,0.0,20,Rain,light rain,5/3/2016 19:00,3212,medium
26559,None,295.57,0.0,0.0,90,Thunderstorm,proximity thunderstorm,9/12/2016 17:00,4828,high
42305,None,267.15,0.0,0.0,1,Clear,sky is clear,3/13/2018 9:00,5093,high
6205,None,292.72,0.0,0.0,75,Rain,light rain,5/20/2013 10:00,4273,medium
5613,None,285.89,0.0,0.0,40,Clouds,scattered clouds,4/30/2013 1:00,336,very low
34841,None,283.16,0.0,0.0,1,Clear,sky is clear,6/26/2017 3:00,348,very low
7756,None,296.31,0.0,0.0,20,Clouds,few clouds,7/18/2013 7:00,6217,very high
42506,None,269.94,0.0,0.0,1,Clear,sky is clear,3/20/2018 23:00,1062,very low
562,None,286.82,0.0,0.0,90,Mist,mist,10/24/2012 11:00,4720,high
29401,None,274.21,0.0,0.0,90,Mist,mist,12/23/2016 18:00,3501,medium
20148,None,275.14,0.0,0.0,90,Mist,mist,12/23/2015 2:00,369,very low
15817,None,288.17,0.0,0.0,1,Clear,sky is clear,7/31/2014 6:00,5633,high
39680,None,271.75,0.0,0.0,90,Snow,snow,12/11/2017 8:00,4349,medium
20608,None,265.08,0.0,0.0,75,Mist,mist,1/14/2016 4:00,835,very low
29120,None,257.65,0.0,0.0,75,Snow,light snow,12/14/2016 9:00,5275,high
37407,None,294.07,0.0,0.0,1,Mist,mist,9/24/2017 4:00,362,very low
46373,None,291.08,0.0,0.0,5,Clear,sky is clear,8/2/2018 21:00,3023,medium
31220,None,284.01,0.0,0.0,75,Mist,mist,2/22/2017 14:00,5052,high
18381,None,288.36,0.38,0.0,75,Rain,moderate rain,9/18/2015 13:00,5007,high
16866,None,295.52,0.0,0.0,40,Clouds,scattered clouds,7/26/2015 1:00,714,very low
32130,None,275.82,0.0,0.0,90,Drizzle,drizzle,3/27/2017 7:00,6720,very high
262,None,282.58,0.0,0.0,90,Clouds,overcast clouds,10/14/2012 2:00,654,very low
34640,None,294.21,0.0,0.0,75,Clouds,broken clouds,6/18/2017 16:00,4469,high
29935,None,265.78,0.0,0.0,90,Haze,haze,1/10/2017 14:00,3945,medium
41579,None,275.15,0.0,0.0,40,Clouds,scattered clouds,2/17/2018 16:00,5935,very high
47703,None,300.79,0.0,0.0,40,Clouds,scattered clouds,9/15/2018 11:00,4772,high
43696,None,286.02,0.0,0.0,1,Drizzle,light intensity drizzle,4/30/2018 9:00,5171,high
35463,None,289.29,0.0,0.0,1,Mist,mist,7/19/2017 3:00,424,very low
34962,None,289.44,0.0,0.0,1,Rain,heavy intensity rain,6/30/2017 6:00,5219,high
19596,None,270.58,0.0,0.0,1,Clear,sky is clear,11/20/2015 3:00,367,very low
2400,None,259.35,0.0,0.0,1,Clear,sky is clear,12/26/2012 15:00,5203,high
23677,None,291.62,1.02,0.0,90,Drizzle,drizzle,5/27/2016 10:00,4507,high
13658,None,275.28,0.0,0.0,75,Clouds,broken clouds,4/14/2014 15:00,5755,high
30592,None,265.95,0.0,0.0,5,Clear,sky is clear,1/29/2017 20:00,2442,low
23102,None,283.29,0.0,0.0,40,Haze,haze,5/7/2016 6:00,1347,very low
38153,None,277.48,0.0,0.0,40,Clouds,scattered clouds,10/19/2017 7:00,6621,very high
26444,None,291.37,0.0,0.0,1,Clear,sky is clear,9/8/2016 5:00,2842,low
10954,None,264.96,0.0,0.0,64,Mist,mist,12/25/2013 10:00,1685,low
6164,None,287.15,0.0,0.0,90,Thunderstorm,proximity thunderstorm,5/19/2013 10:00,3591,medium
26074,None,291.54,0.0,0.0,90,Haze,haze,8/27/2016 15:00,4438,high
42381,None,276.15,0.0,0.0,75,Clouds,broken clouds,3/16/2018 15:00,5999,very high
38877,None,269.08,0.0,0.0,1,Mist,mist,11/12/2017 23:00,929,very low
6392,None,292.21,0.0,0.0,1,Clear,sky is clear,5/25/2013 15:00,4047,medium
24471,None,297.69,0.0,0.0,20,Clouds,few clouds,6/26/2016 10:00,3956,medium
47293,None,299.12,0.25,0.0,1,Rain,light rain,9/1/2018 20:00,3196,medium
19160,None,282.58,0.0,0.0,1,Clear,sky is clear,10/27/2015 10:00,4549,high
38654,None,277.81,0.0,0.0,90,Mist,mist,11/4/2017 16:00,4894,high
15899,None,292.77,0.0,0.0,1,Clear,sky is clear,8/4/2014 23:00,1158,very low
47110,None,296.95,1.78,0.0,90,Rain,heavy intensity rain,8/27/2018 1:00,337,very low
13035,None,274.76,0.48,0.0,90,Rain,light rain,3/19/2014 15:00,5623,high
6800,None,289.57,0.0,0.0,24,Clouds,few clouds,6/8/2013 14:00,4535,high
34909,None,291.75,0.0,0.0,90,Drizzle,drizzle,6/28/2017 10:00,4260,medium
21751,None,283.61,0.0,0.0,90,Clouds,overcast clouds,3/13/2016 10:00,3301,medium
26883,None,288.03,0.25,0.0,80,Rain,light rain,9/25/2016 20:00,2710,low
37067,None,291.41,0.0,0.0,20,Clouds,few clouds,9/11/2017 10:00,4456,high
46070,None,290.22,0.0,0.0,90,Clouds,overcast clouds,7/22/2018 6:00,902,very low
24511,None,289.84,0.0,0.0,90,Clouds,overcast clouds,6/28/2016 2:00,316,very low
29053,None,258.53,0.0,0.0,90,Snow,light snow,12/12/2016 4:00,1089,very low
45492,None,291.62,0.0,0.0,5,Clear,sky is clear,7/1/2018 22:00,2152,low
20754,None,267.68,0.0,0.0,90,Mist,mist,1/21/2016 14:00,5246,high
30110,None,272.08,0.0,0.0,90,Clouds,overcast clouds,1/16/2017 18:00,3391,medium
39757,None,264.15,0.0,0.0,40,Snow,light snow,12/14/2017 6:00,5808,high
33340,None,287.78,0.0,0.0,40,Clouds,scattered clouds,5/3/2017 21:00,2556,low
7660,None,295.42,0.0,0.0,20,Thunderstorm,thunderstorm,7/14/2013 3:00,381,very low
32082,None,275.22,0.0,0.0,90,Drizzle,drizzle,3/26/2017 6:00,774,very low
23399,None,290.19,0.0,0.0,40,Clouds,scattered clouds,5/16/2016 17:00,5648,high
39698,None,265.88,0.0,0.0,1,Clear,sky is clear,12/11/2017 22:00,1433,very low
11939,None,259.49,0.0,0.0,0,Clear,sky is clear,2/1/2014 20:00,2743,low
44600,None,298.82,0.0,0.0,75,Clouds,broken clouds,6/1/2018 17:00,5983,very high
37822,None,285.72,0.0,0.0,90,Mist,mist,10/7/2017 4:00,405,very low
11341,None,264.52,0.0,0.0,64,Clouds,broken clouds,1/9/2014 20:00,2728,low
6109,None,286.63,0.0,0.0,90,Drizzle,drizzle,5/18/2013 8:00,2726,low
23508,None,281.3,0.0,0.0,1,Mist,mist,5/21/2016 6:00,1718,low
